-25000,-24870,-24740,-24610,-24480,-24350,-24220,-24090,-23960,-23830,-23700,-23570,-23440,-23310,-23180,-23050,-22920,-22790,-22660,-22530,-22400,-22270,-22140,-22010,-21880,-21750,-21620,-21490,-21360,-21230,-21100,-20970,-20840,-20710,-20580,-20450,-20320,-20190,-20060,-19930,-19800,-19670,-19540,-19410,-19280,-19150,-19020,-18890,-18760,-18630,-18500,-18370,-18240,-18110,-17980,-17850,-17720,-17590,-17460,-17330,-17200,-17070,-16940,-16810,-16680,-16550,-16420,-16290,-16160,-16030,-15900,-15770,-15640,-15510,-15380,-15250,-15120,-14990,-14860,-14730,-14600,-14470,-14340,-14210,-14080,-13950,-13820,-13690,-13560,-13430,-13300,-13170,-13040,-12910,-12780,-12650,-12520,-12390,-12260,-12130,-12000,-11870,-11740,-11610,-11480,-11350,-11220,-11090,-10960,-10830,-10700,-10570,-10440,-10310,-10180,-10050,-9920,-9790,-9660,-9530,-9400,-9270,-9140,-9010,-8880,-8750,-8620,-8490,-8360,-8230,-8100,-7970,-7840,-7710,-7580,-7450,-7320,-7190,-7060,-6930,-6800,-6670,-6540,-6410,-6280,-6150,-6020,-5890,-5760,-5630,-5500,-5370,-5240,-5110,-4980,-4850,-4720,-4590,-4460,-4330,-4200,-4070,-3940,-3810,-3680,-3550,-3420,-3290,-3160,-3030,-2900,-2770,-2640,-2510,-2380,-2250,-2120,-1990,-1860,-1730,-1600,-1470,-1340,-1210,-1080,-950,-820,-690,-560,-430,-300,-170,-40,90,220,350,480,610,740,870,
0.00227809,526.686,526.681,526.675,526.669,526.663,526.657,526.65,526.644,526.638,526.631,526.625,526.618,526.612,526.605,526.598,526.592,526.585,526.578,526.57,526.563,526.556,526.549,526.541,526.534,526.526,526.518,526.51,526.503,526.494,526.486,526.478,526.47,526.461,526.453,526.444,526.435,526.426,526.417,526.408,526.399,526.389,526.38,526.37,526.36,526.35,526.34,526.33,526.319,526.309,526.298,526.287,526.276,526.265,526.253,526.242,526.23,526.218,526.206,526.194,526.181,526.168,526.155,526.142,526.129,526.115,526.101,526.087,526.073,526.058,526.043,526.028,526.013,525.997,525.981,525.964,525.948,525.931,525.914,525.896,525.878,525.86,525.841,525.822,525.803,525.783,525.763,525.742,525.721,525.699,525.677,525.654,525.631,525.608,525.583,525.559,525.533,525.507,525.481,525.454,525.426,525.397,525.367,525.337,525.306,525.274,525.242,525.208,525.174,525.138,525.101,525.064,525.025,524.985,524.943,524.901,524.857,524.811,524.764,524.715,524.665,524.613,524.558,524.502,524.444,524.383,524.32,524.255,524.186,524.115,524.04,523.963,523.881,523.796,523.706,523.612,523.513,523.409,523.298,523.182,523.059,522.928,522.788,522.64,522.481,522.311,522.129,521.932,521.719,521.488,521.236,520.96,520.657,520.322,519.949,519.531,519.06,518.523,517.906,517.188,516.341,515.327,514.088,512.538,510.538,507.857,504.062,498.265,488.267,466.76,401.337,576.669,613.656,572.799,557.747,549.914,545.09,541.805,539.413,537.585,536.134,534.949,533.955,533.105,532.364,531.706,531.114,530.573,530.073,529.603,529.157,528.728,528.311,527.899,527.489,527.075,526.653,526.216,525.759,525.275,524.755,
0.00455617,525.299,525.287,525.275,525.263,525.251,525.239,525.226,525.214,525.201,525.188,525.175,525.162,525.149,525.136,525.122,525.108,525.094,525.08,525.066,525.052,525.037,525.022,525.007,524.992,524.977,524.961,524.946,524.93,524.914,524.897,524.881,524.864,524.847,524.83,524.812,524.795,524.777,524.759,524.74,524.722,524.703,524.683,524.664,524.644,524.624,524.604,524.583,524.562,524.541,524.52,524.498,524.475,524.453,524.43,524.407,524.383,524.359,524.335,524.31,524.285,524.259,524.233,524.206,524.179,524.152,524.124,524.096,524.067,524.038,524.008,523.977,523.946,523.915,523.883,523.85,523.817,523.783,523.748,523.713,523.677,523.64,523.602,523.564,523.525,523.485,523.444,523.403,523.36,523.317,523.273,523.227,523.181,523.133,523.085,523.035,522.984,522.932,522.878,522.823,522.767,522.71,522.651,522.59,522.527,522.463,522.398,522.33,522.26,522.189,522.115,522.039,521.961,521.88,521.797,521.711,521.623,521.531,521.436,521.338,521.237,521.132,521.023,520.91,520.792,520.67,520.543,520.411,520.273,520.129,519.979,519.822,519.658,519.486,519.305,519.115,518.916,518.705,518.483,518.248,517.999,517.734,517.453,517.153,516.832,516.489,516.119,515.721,515.29,514.822,514.312,513.754,513.139,512.459,511.701,510.853,509.894,508.801,507.544,506.079,504.35,502.275,499.735,496.549,492.43,486.886,479.01,466.923,446.085,404.417,402.483,582.672,663.257,611.879,585.25,570.635,561.44,555.106,550.46,546.891,544.047,541.716,539.757,538.078,536.61,535.307,534.132,533.058,532.062,531.127,530.238,529.383,528.549,527.728,526.908,526.08,525.235,524.36,523.444,522.473,521.431,
0.00683426,523.907,523.89,523.872,523.854,523.836,523.817,523.799,523.78,523.761,523.741,523.722,523.702,523.682,523.662,523.642,523.621,523.6,523.579,523.558,523.536,523.514,523.492,523.469,523.446,523.423,523.4,523.376,523.352,523.328,523.304,523.279,523.254,523.228,523.202,523.176,523.149,523.122,523.095,523.067,523.039,523.011,522.982,522.952,522.923,522.893,522.862,522.831,522.799,522.767,522.735,522.702,522.669,522.635,522.6,522.565,522.53,522.493,522.457,522.419,522.381,522.343,522.304,522.264,522.223,522.182,522.14,522.097,522.054,522.01,521.965,521.919,521.872,521.825,521.776,521.727,521.677,521.626,521.573,521.52,521.466,521.411,521.354,521.296,521.238,521.177,521.116,521.053,520.989,520.924,520.857,520.789,520.719,520.647,520.574,520.499,520.422,520.344,520.263,520.18,520.096,520.009,519.92,519.828,519.734,519.638,519.538,519.436,519.331,519.223,519.112,518.998,518.88,518.758,518.633,518.503,518.369,518.231,518.088,517.94,517.787,517.628,517.464,517.293,517.115,516.931,516.739,516.539,516.331,516.114,515.887,515.65,515.401,515.141,514.868,514.581,514.279,513.96,513.624,513.268,512.891,512.49,512.064,511.61,511.124,510.603,510.043,509.439,508.785,508.075,507.3,506.452,505.517,504.483,503.331,502.039,500.578,498.913,496.994,494.758,492.115,488.94,485.05,480.167,473.846,465.339,453.282,434.981,405.1,367.249,427.262,586.391,677.433,642.061,609.556,589.785,576.884,567.833,561.121,555.924,551.763,548.337,545.45,542.968,540.794,538.861,537.115,535.516,534.032,532.638,531.31,530.032,528.785,527.555,526.328,525.087,523.819,522.506,521.131,519.673,518.107,
0.00911235,522.512,522.489,522.465,522.441,522.416,522.392,522.367,522.342,522.316,522.29,522.264,522.238,522.211,522.184,522.157,522.129,522.102,522.073,522.045,522.016,521.986,521.957,521.926,521.896,521.865,521.834,521.802,521.77,521.738,521.705,521.672,521.638,521.604,521.569,521.534,521.499,521.463,521.426,521.389,521.351,521.313,521.275,521.235,521.196,521.155,521.114,521.073,521.031,520.988,520.944,520.9,520.856,520.81,520.764,520.717,520.67,520.621,520.572,520.522,520.471,520.42,520.367,520.314,520.26,520.204,520.148,520.091,520.033,519.974,519.914,519.852,519.79,519.726,519.662,519.596,519.528,519.46,519.39,519.319,519.246,519.172,519.096,519.019,518.94,518.86,518.778,518.694,518.608,518.52,518.431,518.339,518.245,518.15,518.051,517.951,517.848,517.743,517.635,517.524,517.411,517.294,517.175,517.052,516.926,516.797,516.664,516.527,516.386,516.242,516.093,515.939,515.781,515.618,515.449,515.276,515.096,514.911,514.719,514.52,514.315,514.102,513.881,513.651,513.413,513.166,512.908,512.64,512.36,512.069,511.764,511.445,511.111,510.762,510.394,510.008,509.602,509.174,508.721,508.242,507.735,507.196,506.623,506.011,505.357,504.655,503.9,503.086,502.205,501.247,500.202,499.057,497.795,496.398,494.842,493.095,491.12,488.866,486.269,483.24,479.659,475.357,470.084,463.469,454.923,443.474,427.45,404.068,371.889,363.102,448.258,588.693,678.256,662.564,629.997,607.022,591.228,579.865,571.313,564.629,559.24,554.782,551.01,547.757,544.901,542.356,540.052,537.94,535.977,534.13,532.37,530.673,529.017,527.382,525.749,524.097,522.408,520.659,518.826,516.881,514.792,
0.0113904,521.114,521.084,521.054,521.024,520.993,520.963,520.931,520.9,520.868,520.836,520.803,520.77,520.736,520.703,520.668,520.634,520.599,520.563,520.527,520.491,520.454,520.417,520.379,520.341,520.302,520.263,520.224,520.184,520.143,520.102,520.06,520.018,519.975,519.931,519.887,519.843,519.798,519.752,519.705,519.658,519.61,519.562,519.513,519.463,519.412,519.361,519.309,519.256,519.202,519.148,519.093,519.037,518.98,518.922,518.863,518.803,518.742,518.681,518.618,518.554,518.49,518.424,518.357,518.289,518.22,518.149,518.078,518.005,517.93,517.855,517.778,517.7,517.62,517.538,517.456,517.371,517.285,517.197,517.108,517.017,516.924,516.829,516.732,516.633,516.532,516.429,516.323,516.216,516.106,515.993,515.878,515.761,515.64,515.517,515.391,515.262,515.129,514.994,514.855,514.712,514.566,514.416,514.261,514.103,513.941,513.774,513.602,513.425,513.243,513.056,512.863,512.664,512.459,512.247,512.029,511.803,511.57,511.328,511.079,510.82,510.552,510.274,509.986,509.686,509.375,509.05,508.713,508.361,507.993,507.609,507.208,506.788,506.347,505.884,505.398,504.886,504.346,503.776,503.172,502.532,501.853,501.129,500.357,499.531,498.645,497.692,496.664,495.55,494.34,493.019,491.571,489.976,488.208,486.238,484.027,481.526,478.672,475.382,471.545,467.01,461.563,454.898,446.557,435.839,421.651,402.366,376.65,352.652,373.139,464.989,590.062,674.899,674.882,646.346,622.124,604.324,591.103,580.968,572.955,566.442,561.022,556.415,552.427,548.917,545.78,542.936,540.323,537.891,535.599,533.414,531.304,529.244,527.208,525.172,523.113,521.005,518.822,516.534,514.106,511.497,
0.0136685,519.711,519.676,519.64,519.603,519.567,519.529,519.492,519.454,519.415,519.377,519.337,519.298,519.257,519.217,519.175,519.134,519.092,519.049,519.006,518.962,518.918,518.873,518.828,518.782,518.735,518.688,518.64,518.592,518.543,518.493,518.443,518.392,518.341,518.288,518.235,518.182,518.127,518.072,518.016,517.96,517.902,517.844,517.784,517.724,517.664,517.602,517.539,517.475,517.411,517.345,517.279,517.211,517.142,517.073,517.002,516.93,516.857,516.783,516.707,516.631,516.553,516.473,516.393,516.311,516.227,516.143,516.056,515.968,515.879,515.788,515.695,515.601,515.505,515.407,515.307,515.205,515.102,514.996,514.888,514.778,514.666,514.552,514.435,514.316,514.194,514.07,513.943,513.813,513.68,513.545,513.406,513.264,513.119,512.97,512.818,512.663,512.503,512.339,512.172,512,511.823,511.642,511.457,511.266,511.07,510.868,510.661,510.447,510.228,510.002,509.769,509.529,509.281,509.026,508.762,508.49,508.208,507.917,507.615,507.303,506.98,506.644,506.295,505.933,505.557,505.165,504.757,504.332,503.888,503.424,502.939,502.431,501.898,501.338,500.75,500.13,499.477,498.787,498.056,497.282,496.459,495.583,494.648,493.647,492.574,491.419,490.173,488.823,487.355,485.753,483.997,482.061,479.916,477.525,474.841,471.805,468.34,464.348,459.694,454.198,447.608,439.568,429.56,416.836,400.366,379.203,355.523,346.971,386.697,478.333,590.783,670.253,681.289,658.784,635.003,616.077,601.472,590.031,580.86,573.337,567.031,561.645,556.963,552.828,549.123,545.756,542.657,539.768,537.042,534.438,531.923,529.463,527.031,524.598,522.135,519.614,517.001,514.262,511.355,508.231,
0.0159466,518.305,518.263,518.221,518.179,518.136,518.092,518.048,518.004,517.959,517.914,517.868,517.821,517.774,517.726,517.678,517.63,517.58,517.53,517.48,517.429,517.377,517.324,517.271,517.217,517.163,517.108,517.052,516.996,516.938,516.88,516.822,516.762,516.702,516.64,516.578,516.516,516.452,516.387,516.322,516.255,516.188,516.12,516.051,515.98,515.909,515.837,515.763,515.689,515.613,515.537,515.459,515.379,515.299,515.218,515.135,515.05,514.965,514.878,514.79,514.7,514.609,514.516,514.421,514.325,514.228,514.128,514.027,513.924,513.82,513.713,513.604,513.494,513.381,513.267,513.15,513.031,512.909,512.785,512.659,512.53,512.399,512.265,512.128,511.989,511.846,511.7,511.551,511.399,511.244,511.085,510.923,510.756,510.586,510.412,510.234,510.051,509.864,509.672,509.476,509.274,509.067,508.855,508.637,508.413,508.183,507.947,507.704,507.454,507.196,506.931,506.658,506.376,506.086,505.786,505.476,505.157,504.826,504.484,504.13,503.764,503.384,502.99,502.581,502.156,501.714,501.253,500.774,500.274,499.753,499.208,498.637,498.04,497.414,496.756,496.064,495.336,494.567,493.755,492.896,491.985,491.017,489.985,488.885,487.707,486.443,485.083,483.615,482.024,480.295,478.407,476.337,474.055,471.527,468.709,465.545,461.967,457.886,453.186,447.714,441.263,433.551,424.19,412.646,398.225,380.266,359.347,342.343,349.808,400.294,489.071,591.034,665.303,683.777,667.763,645.685,626.442,610.922,598.46,588.311,579.896,572.789,566.682,561.349,556.623,552.375,548.506,544.937,541.603,538.453,535.441,532.527,529.675,526.853,524.028,521.167,518.236,515.199,512.014,508.634,505.004,
0.0182247,516.895,516.847,516.799,516.751,516.701,516.652,516.601,516.55,516.499,516.447,516.394,516.341,516.287,516.232,516.177,516.121,516.064,516.007,515.949,515.891,515.831,515.771,515.71,515.649,515.586,515.523,515.459,515.394,515.329,515.262,515.195,515.127,515.057,514.987,514.916,514.844,514.771,514.697,514.622,514.546,514.469,514.39,514.311,514.231,514.149,514.066,513.982,513.896,513.81,513.722,513.632,513.542,513.449,513.356,513.261,513.164,513.066,512.966,512.865,512.762,512.657,512.551,512.443,512.332,512.22,512.106,511.991,511.873,511.752,511.63,511.506,511.379,511.25,511.118,510.984,510.847,510.708,510.566,510.421,510.273,510.122,509.969,509.812,509.651,509.488,509.32,509.15,508.975,508.797,508.614,508.428,508.237,508.041,507.841,507.637,507.427,507.212,506.992,506.766,506.535,506.297,506.053,505.803,505.546,505.282,505.01,504.731,504.443,504.147,503.843,503.529,503.205,502.871,502.527,502.171,501.804,501.424,501.03,500.624,500.202,499.765,499.312,498.841,498.352,497.844,497.314,496.763,496.188,495.587,494.96,494.303,493.616,492.895,492.137,491.341,490.502,489.616,488.681,487.691,486.641,485.525,484.336,483.067,481.709,480.252,478.684,476.99,475.156,473.161,470.983,468.594,465.962,463.045,459.794,456.147,452.023,447.324,441.918,435.635,428.25,419.465,408.884,396.022,380.402,362.125,344.024,336.581,356.837,412.871,497.787,590.933,660.406,683.765,673.853,654.295,635.419,619.428,606.224,595.281,586.097,578.275,571.51,565.574,560.291,555.528,551.177,547.155,543.392,539.829,536.418,533.114,529.878,526.673,523.462,520.209,516.875,513.42,509.797,505.953,501.826,
0.0205028,515.481,515.428,515.373,515.318,515.263,515.207,515.15,515.092,515.034,514.976,514.916,514.856,514.795,514.734,514.671,514.608,514.544,514.48,514.415,514.348,514.281,514.214,514.145,514.075,514.005,513.934,513.862,513.788,513.714,513.639,513.563,513.486,513.408,513.329,513.249,513.168,513.085,513.002,512.917,512.831,512.744,512.656,512.566,512.475,512.383,512.289,512.194,512.098,512,511.901,511.8,511.697,511.593,511.488,511.38,511.271,511.161,511.048,510.934,510.817,510.699,510.579,510.457,510.332,510.206,510.077,509.946,509.813,509.677,509.539,509.398,509.255,509.109,508.961,508.809,508.655,508.497,508.337,508.173,508.006,507.836,507.662,507.485,507.304,507.119,506.93,506.737,506.54,506.338,506.132,505.921,505.705,505.485,505.259,505.027,504.79,504.547,504.299,504.043,503.782,503.513,503.237,502.954,502.664,502.365,502.058,501.742,501.417,501.082,500.737,500.382,500.016,499.638,499.249,498.846,498.43,498,497.555,497.095,496.618,496.123,495.61,495.077,494.523,493.947,493.348,492.723,492.072,491.392,490.681,489.937,489.158,488.341,487.482,486.579,485.628,484.625,483.564,482.441,481.251,479.985,478.636,477.197,475.656,474.002,472.222,470.301,468.219,465.955,463.483,460.772,457.785,454.477,450.79,446.656,441.986,436.671,430.568,423.495,415.217,405.437,393.797,379.949,363.838,346.725,333.777,336.302,365.594,424.159,504.916,590.561,655.691,682.188,677.625,661.017,643.05,626.986,613.307,601.75,591.923,583.474,576.116,569.624,563.822,558.572,553.763,549.307,545.128,541.166,537.367,533.683,530.071,526.49,522.901,519.263,515.534,511.668,507.616,503.318,498.707,
0.0227809,514.064,514.004,513.944,513.882,513.821,513.758,513.695,513.631,513.566,513.5,513.434,513.367,513.299,513.231,513.161,513.091,513.02,512.948,512.875,512.802,512.727,512.651,512.575,512.497,512.419,512.34,512.259,512.178,512.095,512.011,511.927,511.841,511.754,511.666,511.576,511.486,511.394,511.301,511.206,511.11,511.013,510.915,510.815,510.714,510.611,510.506,510.401,510.293,510.184,510.073,509.961,509.847,509.731,509.613,509.493,509.372,509.248,509.123,508.995,508.865,508.734,508.6,508.463,508.325,508.183,508.04,507.894,507.745,507.594,507.44,507.283,507.123,506.961,506.795,506.626,506.454,506.278,506.099,505.916,505.73,505.54,505.346,505.148,504.946,504.74,504.529,504.314,504.094,503.869,503.639,503.403,503.162,502.916,502.664,502.405,502.141,501.87,501.592,501.307,501.015,500.715,500.407,500.091,499.766,499.432,499.089,498.736,498.373,498,497.615,497.218,496.809,496.387,495.951,495.501,495.037,494.556,494.059,493.544,493.011,492.458,491.884,491.288,490.669,490.025,489.354,488.656,487.927,487.166,486.371,485.539,484.667,483.752,482.791,481.781,480.716,479.592,478.405,477.148,475.814,474.396,472.886,471.273,469.547,467.695,465.701,463.548,461.215,458.679,455.91,452.874,449.53,445.827,441.703,437.083,431.871,425.949,419.166,411.337,402.229,391.575,379.108,364.733,349.041,334.659,328.259,339.506,374.827,434.164,510.777,589.975,651.196,679.641,679.589,666.068,649.406,633.609,619.704,607.707,597.361,588.374,580.489,573.491,567.208,561.501,556.258,551.386,546.809,542.461,538.285,534.231,530.253,526.305,522.345,518.33,514.214,509.948,505.476,500.737,495.656,
0.025059,512.643,512.577,512.51,512.442,512.374,512.305,512.235,512.165,512.093,512.021,511.948,511.874,511.799,511.724,511.647,511.57,511.491,511.412,511.332,511.25,511.168,511.085,511,510.915,510.828,510.741,510.652,510.562,510.471,510.379,510.285,510.19,510.094,509.997,509.898,509.798,509.697,509.594,509.49,509.384,509.277,509.169,509.058,508.946,508.833,508.718,508.601,508.482,508.362,508.24,508.116,507.99,507.862,507.732,507.6,507.465,507.329,507.19,507.05,506.906,506.761,506.613,506.462,506.309,506.154,505.995,505.834,505.67,505.503,505.333,505.159,504.983,504.803,504.62,504.434,504.243,504.05,503.852,503.65,503.444,503.235,503.02,502.802,502.579,502.351,502.118,501.88,501.637,501.388,501.134,500.874,500.608,500.335,500.056,499.771,499.479,499.179,498.872,498.557,498.234,497.902,497.562,497.213,496.854,496.485,496.105,495.715,495.314,494.9,494.474,494.035,493.583,493.116,492.634,492.137,491.623,491.091,490.541,489.971,489.381,488.769,488.134,487.474,486.789,486.076,485.333,484.56,483.753,482.91,482.03,481.108,480.142,479.129,478.064,476.944,475.764,474.519,473.203,471.81,470.331,468.76,467.086,465.298,463.384,461.33,459.119,456.732,454.147,451.335,448.267,444.904,441.201,437.103,432.544,427.441,421.695,415.181,407.748,399.213,389.368,378.008,365.029,350.717,336.475,326.131,326.542,344.713,383.922,442.981,515.613,589.217,646.922,676.502,680.164,669.674,654.577,639.328,625.419,613.147,602.401,592.966,584.619,577.165,570.44,564.308,558.655,553.389,548.43,543.71,539.17,534.757,530.422,526.116,521.796,517.413,512.92,508.263,503.384,498.216,492.682,
